time,open,high,low,close,volume
0,99.737025,100.113725,99.438571,99.866804,59.75652214020133357053055079
1,99.428007,99.977109,99.428007,99.977109,48.46304140350347822163712408
2,99.410748,99.866804000000001906300894916057586669921875,99.410748,99.866804000000001906300894916057586669921875,96.40263968177412401416859214
3,99.286499,99.921687,99.286499,99.429783,80.87340457945448513044084392
4,99.726985,99.726985,99.151595,99.429783,103.8647007739046923546766265
5,99.198809,99.700614,99.198809,99.4297830000000004702087608166038990020751953125,97.24952453624793946573845458
6,99.404033,99.4297830000000004702087608166038990020751953125,99.133597,99.4297830000000004702087608166038990020751953125,73.85552845664648380363814794
7,99.033216,99.570934,99.033216,99.4297830000000004702087608166038990020751953125,69.39912066341005214553661063
8,99.335340,99.621261,99.112735,99.112735,94.75684531859785053597988736
9,99.183502,99.443979,99.004074,99.112735,142.5188069127404020264293650
10,98.985991,99.443979,98.985991,99.112735,79.68883450107252386374057096
11,98.706042,99.378231,98.706042,99.112735,98.08794050378115869648354418
12,98.833426,99.431494,98.833426,99.1127350000000006957634468562901020050048828125,81.35440892176937133228875611
13,99.112735,99.141906,98.631755,99.141906,104.9445222599104390326374414
14,99.068711,99.1127350000000006957634468562901020050048828125,98.743555,98.743555,91.38498402588528435330772482
15,98.651687,99.105062,98.556454,98.743555,74.20760801646092197358939302
16,98.936730,99.134155,98.697866,98.743555,123.8819915633261956600108533
17,98.859756,99.052721,98.576325,98.743555,84.34028808342652183682730538
18,99.052721,99.088406,98.642225,98.743555,64.75600031046226767728057894
19,98.690661,99.136291,98.662936,98.743555,104.6008733116424487263884658
20,98.589021,99.129322,98.579977,98.743555,106.7815155484720719414326595
21,98.763663,99.129322,98.743555,98.743555,84.57700897872298284596581652
22,98.798925,98.850253,98.743555,98.743555,54.45270006989840005928726896
23,98.976627,99.096900,98.666217,98.743555,84.47772328615137560348102852
24,98.625363,99.093195,98.625363,98.743555,62.69644752159591050144626934
25,98.453621,99.117644,98.453621,98.743555,93.81740932479907968399857054
26,99.117644,99.129322,98.743555,98.743555,73.74503110693772001127399562
27,98.937643,99.14190600000000586078385822474956512451171875,98.464864,98.743555,149.4044935224398145123814175
28,99.14190600000000586078385822474956512451171875,99.167027,98.743555,98.743555,90.89788890144600230769356131
29,99.021456,99.021456,98.743555,98.743555,66.29509026367093227349869267
30,99.167027,99.178853,98.558663,98.743555,75.40234430930333076048555086
31,98.551497,99.111182,98.453070,98.595391,112.1811166198893943146686069
32,98.727312,98.7435550000000006320988177321851253509521484375,98.083890,98.595391,118.2865552787084304497966514
33,98.7435550000000006320988177321851253509521484375,98.765614,98.252314,98.595391,71.53290849848625931883816520
34,98.765614,98.832301,98.056088,98.595391,114.9881776957714816234101818
35,98.708050,98.872066,98.595391,98.595391,63.28673730904941585606593434
36,98.709373,98.905815,98.059286,98.595391,110.7897207721653227707747646
37,98.253759,98.903292,97.825905,98.595391,93.42542422970884530286639347
38,98.439408,98.895111,98.439408,98.595391,67.02268481249078568851018646
39,98.724084,98.882402,98.595391,98.595391,53.71384099601958084235775460
40,98.674873,98.674873,98.202095,98.595391,72.90335891118933986376760004
41,98.674873,98.815884,98.115660,98.59539100000000644286046735942363739013671875,96.25271621509095076874018562
42,98.137669,98.663321,98.040345,98.451766,92.75386649674945260812819470
43,98.433874,98.799453,98.385640,98.451766,142.1837981610779824137580363
44,98.713531,98.864864,98.451766,98.451766,91.59393382392947913217540190
45,98.458193,98.805204,98.233787,98.451766,115.0559488664663483348249429
46,98.709331,98.874120,98.451766,98.451766,75.87214398447550678383777268
47,98.548201,98.907453,98.451766,98.451766,103.7426118160754455743699509
48,98.850709,98.909961,98.291442,98.451766,73.21378453855127865779195418
49,98.844585,98.917790,98.451766,98.451766,63.43526704065135923826801446
50,98.346954,98.921528,98.346954,98.451766,94.73818766564304461041956529
51,98.651111,98.921528,98.451766,98.451766,93.23140207400426149320082915
52,98.361281,98.937744,98.361281,98.451766,93.57865451522662780803329950
53,98.593202,98.937744,98.303333,98.451766,101.4075543588343766288062398
54,98.356130,98.945665,98.356130,98.451766,73.51620546993226135157328826
55,98.810115,98.843227,98.054763,98.451766,106.5541983615828822706816936
56,98.843227,98.945665,98.451766,98.451766,98.27395323865482801295456739
57,98.686465,98.959913,98.451766,98.451766,84.42556314118444404925867274
58,98.799282,98.881217,98.330363,98.451766,79.34298748730294192910150741
59,98.459347,98.829070,98.451766,98.451766,74.35862711762594656761393708
60,98.431752,98.865308,98.307162,98.451766,95.33880600518918768671028375
61,98.000280,98.865308,98.000280,98.451766,74.25047992364950744104135083
62,98.821832,98.821832,98.069117,98.451766,123.9473587077098137854136439
63,98.693792,98.866616,98.451766,98.451766,64.12651307500221697921460872
64,98.181971,98.677978,98.181971,98.451766,81.89388040454286965541541576
65,98.505251,98.604739,98.280676,98.451766,102.3199948260886298356808766
66,98.403621,98.729193,97.967986,98.4517660000000063291736296378076076507568359375,124.9025392094720707802935066
67,97.948187,98.550328,97.888696,98.4517660000000063291736296378076076507568359375,112.2246928599490587430409505
68,98.190516,98.558530,98.108077,98.475504,103.0776382159814339445347286
69,98.310159,98.530760,97.901729,98.530760,115.0375998314873893235699143
70,98.407731,98.475504000000000814907252788543701171875,97.799043,98.475504000000000814907252788543701171875,106.0661662994193985554147730
71,98.338528,98.5307600000000007867129170335829257965087890625,97.876458,97.876458,119.3198893819990686893106612
72,98.412962,98.5307600000000007867129170335829257965087890625,97.8764579999999995152393239550292491912841796875,97.876458,146.3893236504616783832943838
73,98.289833,98.545186,97.8764579999999995152393239550292491912841796875,97.876458,108.3152024034315505929271239
74,98.352100,98.411056,97.8764579999999995152393239550292491912841796875,97.876458,102.4794759261754286683299142
75,98.406270,98.407074,97.8764579999999995152393239550292491912841796875,97.876458,104.2992007028338878882323115
76,98.252213,98.422866,97.8764579999999995152393239550292491912841796875,97.876458,85.46554335485417652762407671
77,98.316879,98.447138,97.8764579999999995152393239550292491912841796875,97.876458,74.20746621859184166680734051
78,98.031538,98.436214,97.8764579999999995152393239550292491912841796875,97.876458,132.4250499782376166990616184
79,98.183447,98.487353,97.867783,97.876458,133.1128571105120226292228835
80,98.229418,98.540222,97.8764579999999995152393239550292491912841796875,97.876458,94.09482207122243835328845308
81,98.156446,98.386144,97.8764579999999995152393239550292491912841796875,97.876458,75.49423279402416042671575270
82,98.010627,98.447919,97.8764579999999995152393239550292491912841796875,97.876458,94.28583953443545695449756749
83,97.859606,98.486092,97.769454,97.876458,105.4250795268455238584692779
84,98.349594,98.371011,97.768341,97.876458,102.4835723773034956707306264
85,97.931989,98.405104,97.718646,97.876458,113.3856036812267618074656639
86,98.405104,98.524835,97.8764579999999995152393239550292491912841796875,97.876458,87.01192343414662566658535069
87,98.524835,98.544329,97.8764579999999995152393239550292491912841796875,97.876458,94.09243356100033217614964088
88,98.430725,98.558679,97.8764579999999995152393239550292491912841796875,97.876458,73.12681154063940347498373740
89,98.558679,98.581593,97.8764579999999995152393239550292491912841796875,97.876458,72.36551199309475634890986840
90,98.170039,98.581593,97.8764579999999995152393239550292491912841796875,97.876458,83.03617637323209876853979950
91,98.581593,98.595209,97.8764579999999995152393239550292491912841796875,97.876458,101.8251187162734439084488258
92,98.061337,98.595472,97.8764579999999995152393239550292491912841796875,97.876458,104.9219458428154165829937483
